provinceName,cityName,province_confirmedCount,province_curedCount,province_deadCount,city_confirmedCount,city_curedCount,city_deadCount,updateTime
湖北省,鄂州,62662,11873,2144,1343,375,39,2020-02-21
湖北省,随州,62662,11873,2144,1287,386,28,2020-02-21
湖北省,襄阳,62662,11873,2144,1170,343,24,2020-02-21
湖北省,宜昌,62662,11873,2144,895,250,28,2020-02-21
湖北省,黄石,62662,11873,2144,974,361,27,2020-02-21
湖北省,荆门,62662,11873,2144,800,229,37,2020-02-21
湖北省,咸宁,62662,11873,2144,766,314,10,2020-02-21
湖北省,十堰,62662,11873,2144,654,212,2,2020-02-21
湖北省,仙桃,62662,11873,2144,568,210,19,2020-02-21
湖北省,天门,62662,11873,2144,477,165,12,2020-02-21
湖北省,监狱系统,62662,11873,2144,220,0,0,2020-02-21
湖北省,恩施州,62662,11873,2144,245,112,3,2020-02-21
湖北省,潜江,62662,11873,2144,188,57,7,2020-02-21
湖北省,神农架林区,62662,11873,2144,10,10,0,2020-02-21
河南省,信阳,1267,725,19,270,134,2,2020-02-21
河南省,南阳,1267,725,19,155,66,2,2020-02-21
河南省,郑州,1267,725,19,157,98,0,2020-02-21
河南省,周口,1267,725,19,76,34,0,2020-02-21
河南省,驻马店,1267,725,19,139,99,0,2020-02-21
河南省,商丘,1267,725,19,91,63,3,2020-02-21
河南省,新乡,1267,725,19,57,29,3,2020-02-21
河南省,安阳,1267,725,19,53,31,0,2020-02-21
河南省,许昌,1267,725,19,39,19,0,2020-02-21
河南省,焦作,1267,725,19,32,12,1,2020-02-21
河南省,平顶山,1267,725,19,58,39,1,2020-02-21
河南省,洛阳,1267,725,19,31,15,1,2020-02-21
河南省,漯河,1267,725,19,35,22,0,2020-02-21
河南省,开封,1267,725,19,26,15,0,2020-02-21
河南省,鹤壁,1267,725,19,19,9,0,2020-02-21
河南省,濮阳,1267,725,19,17,7,0,2020-02-21
河南省,济源,1267,725,19,5,3,0,2020-02-21
河南省,三门峡,1267,725,19,7,6,0,2020-02-21
河南省,待明确地区,1267,725,19,0,24,6,2020-02-21
河南省,信阳,1267,722,19,270,134,2,2020-02-21
河南省,南阳,1267,722,19,155,66,2,2020-02-21
河南省,郑州,1267,722,19,157,98,0,2020-02-21
河南省,周口,1267,722,19,76,34,0,2020-02-21
河南省,驻马店,1267,722,19,139,99,0,2020-02-21
河南省,商丘,1267,722,19,91,63,3,2020-02-21
河南省,新乡,1267,722,19,57,29,3,2020-02-21
河南省,许昌,1267,722,19,39,16,0,2020-02-21
河南省,安阳,1267,722,19,53,31,0,2020-02-21
河南省,焦作,1267,722,19,32,12,1,2020-02-21
河南省,平顶山,1267,722,19,58,39,1,2020-02-21
河南省,洛阳,1267,722,19,31,15,1,2020-02-21
河南省,漯河,1267,722,19,35,22,0,2020-02-21
河南省,开封,1267,722,19,26,15,0,2020-02-21
河南省,鹤壁,1267,722,19,19,9,0,2020-02-21
河南省,濮阳,1267,722,19,17,7,0,2020-02-21
河南省,济源,1267,722,19,5,3,0,2020-02-21
河南省,三门峡,1267,722,19,7,6,0,2020-02-21
河南省,待明确地区,1267,722,19,0,24,6,2020-02-21
河南省,信阳,1267,733,19,270,134,2,2020-02-21
河南省,南阳,1267,733,19,155,66,2,2020-02-21
河南省,郑州,1267,733,19,157,98,0,2020-02-21
河南省,周口,1267,733,19,76,34,0,2020-02-21
河南省,驻马店,1267,733,19,139,99,0,2020-02-21
河南省,商丘,1267,733,19,91,63,3,2020-02-21
河南省,新乡,1267,733,19,57,29,3,2020-02-21
河南省,许昌,1267,733,19,39,16,0,2020-02-21
河南省,安阳,1267,733,19,53,31,0,2020-02-21
河南省,焦作,1267,733,19,32,12,1,2020-02-21
河南省,平顶山,1267,733,19,58,39,1,2020-02-21
河南省,洛阳,1267,733,19,31,15,1,2020-02-21
河南省,漯河,1267,733,19,35,22,0,2020-02-21
河南省,开封,1267,733,19,26,15,0,2020-02-21
河南省,鹤壁,1267,733,19,19,9,0,2020-02-21
河南省,濮阳,1267,733,19,17,7,0,2020-02-21
河南省,济源,1267,733,19,5,3,0,2020-02-21
河南省,三门峡,1267,733,19,7,6,0,2020-02-21
河南省,待明确地区,1267,733,19,0,35,6,2020-02-21
河南省,信阳,1267,730,19,270,134,2,2020-02-21
河南省,南阳,1267,730,19,155,66,2,2020-02-21
河南省,郑州,1267,730,19,157,98,0,2020-02-21
河南省,周口,1267,730,19,76,34,0,2020-02-21
河南省,驻马店,1267,730,19,139,99,0,2020-02-21
河南省,新乡,1267,730,19,57,26,3,2020-02-21
河南省,商丘,1267,730,19,91,63,3,2020-02-21
河南省,许昌,1267,730,19,39,16,0,2020-02-21
河南省,安阳,1267,730,19,53,31,0,2020-02-21
河南省,焦作,1267,730,19,32,12,1,2020-02-21
河南省,平顶山,1267,730,19,58,39,1,2020-02-21
河南省,洛阳,1267,730,19,31,15,1,2020-02-21
河南省,漯河,1267,730,19,35,22,0,2020-02-21
河南省,开封,1267,730,19,26,15,0,2020-02-21
河南省,鹤壁,1267,730,19,19,9,0,2020-02-21
河南省,濮阳,1267,730,19,17,7,0,2020-02-21
河南省,济源,1267,730,19,5,3,0,2020-02-21
河南省,三门峡,1267,730,19,7,6,0,2020-02-21
河南省,待明确地区,1267,730,19,0,35,6,2020-02-21
河南省,信阳,1267,726,19,270,134,2,2020-02-21
河南省,南阳,1267,726,19,155,66,2,2020-02-21
河南省,郑州,1267,726,19,157,98,0,2020-02-21
河南省,周口,1267,726,19,76,34,0,2020-02-21
河南省,驻马店,1267,726,19,139,99,0,2020-02-21
河南省,新乡,1267,726,19,57,26,3,2020-02-21
河南省,商丘,1267,726,19,91,63,3,2020-02-21
河南省,许昌,1267,726,19,39,16,0,2020-02-21
河南省,平顶山,1267,726,19,58,35,1,2020-02-21
河南省,安阳,1267,726,19,53,31,0,2020-02-21
河南省,焦作,1267,726,19,32,12,1,2020-02-21
河南省,洛阳,1267,726,19,31,15,1,2020-02-21
河南省,漯河,1267,726,19,35,22,0,2020-02-21
河南省,开封,1267,726,19,26,15,0,2020-02-21
河南省,鹤壁,1267,726,19,19,9,0,2020-02-21
河南省,濮阳,1267,726,19,17,7,0,2020-02-21
河南省,济源,1267,726,19,5,3,0,2020-02-21
河南省,三门峡,1267,726,19,7,6,0,2020-02-21
河南省,待明确地区,1267,726,19,0,35,6,2020-02-21
河南省,信阳,1267,724,19,270,134,2,2020-02-21
河南省,南阳,1267,724,19,155,66,2,2020-02-21
河南省,郑州,1267,724,19,157,98,0,2020-02-21
河南省,周口,1267,724,19,76,34,0,2020-02-21
河南省,驻马店,1267,724,19,139,99,0,2020-02-21
河南省,新乡,1267,724,19,57,26,3,2020-02-21
河南省,商丘,1267,724,19,91,63,3,2020-02-21
河南省,安阳,1267,724,19,53,29,0,2020-02-21
河南省,许昌,1267,724,19,39,16,0,2020-02-21
河南省,平顶山,1267,724,19,58,35,1,2020-02-21
河南省,焦作,1267,724,19,32,12,1,2020-02-21
河南省,洛阳,1267,724,19,31,15,1,2020-02-21
河南省,漯河,1267,724,19,35,22,0,2020-02-21
河南省,开封,1267,724,19,26,15,0,2020-02-21
河南省,鹤壁,1267,724,19,19,9,0,2020-02-21
河南省,濮阳,1267,724,19,17,7,0,2020-02-21
河南省,济源,1267,724,19,5,3,0,2020-02-21
河南省,三门峡,1267,724,19,7,6,0,2020-02-21
河南省,待明确地区,1267,724,19,0,35,6,2020-02-21
河南省,信阳,1267,723,19,270,134,2,2020-02-21
河南省,南阳,1267,723,19,155,66,2,2020-02-21
河南省,郑州,1267,723,19,157,98,0,2020-02-21
河南省,周口,1267,723,19,76,34,0,2020-02-21
河南省,驻马店,1267,723,19,139,99,0,2020-02-21
河南省,新乡,1267,723,19,57,26,3,2020-02-21
河南省,商丘,1267,723,19,91,63,3,2020-02-21
河南省,安阳,1267,723,19,53,29,0,2020-02-21
河南省,许昌,1267,723,19,39,16,0,2020-02-21
河南省,平顶山,1267,723,19,58,35,1,2020-02-21
河南省,焦作,1267,723,19,32,12,1,2020-02-21
河南省,洛阳,1267,723,19,31,15,1,2020-02-21
河南省,漯河,1267,723,19,35,21,0,2020-02-21
河南省,开封,1267,723,19,26,15,0,2020-02-21
河南省,鹤壁,1267,723,19,19,9,0,2020-02-21
河南省,濮阳,1267,723,19,17,7,0,2020-02-21
河南省,济源,1267,723,19,5,3,0,2020-02-21
河南省,三门峡,1267,723,19,7,6,0,2020-02-21
河南省,待明确地区,1267,723,19,0,35,6,2020-02-21
陕西省,西安,245,130,1,120,57,1,2020-02-21
陕西省,汉中,245,130,1,26,10,0,2020-02-21
陕西省,渭南,245,130,1,15,4,0,2020-02-21
陕西省,安康,245,130,1,26,16,0,2020-02-21
陕西省,咸阳,245,130,1,17,10,0,2020-02-21
陕西省,商洛,245,130,1,7,4,0,2020-02-21
陕西省,宝鸡,245,130,1,13,11,0,2020-02-21
陕西省,延安,245,130,1,8,6,0,2020-02-21
陕西省,铜川,245,130,1,8,6,0,2020-02-21
陕西省,杨凌,245,130,1,1,0,0,2020-02-21
陕西省,榆林,245,130,1,3,3,0,2020-02-21
陕西省,韩城,245,130,1,1,1,0,2020-02-21
陕西省,待明确地区,245,130,1,0,2,0,2020-02-21
湖北省,武汉,62662,11867,2144,45346,6273,1684,2020-02-21
湖北省,孝感,62662,11867,2144,3346,771,94,2020-02-21
湖北省,黄冈,62662,11867,2144,2856,1274,90,2020-02-21
湖北省,荆州,62662,11867,2144,1517,531,40,2020-02-21
湖北省,鄂州,62662,11867,2144,1343,375,39,2020-02-21
湖北省,随州,62662,11867,2144,1287,386,28,2020-02-21
湖北省,襄阳,62662,11867,2144,1170,343,24,2020-02-21
湖北省,宜昌,62662,11867,2144,895,250,28,2020-02-21
湖北省,黄石,62662,11867,2144,974,355,27,2020-02-21
湖北省,荆门,62662,11867,2144,800,229,37,2020-02-21
湖北省,咸宁,62662,11867,2144,766,314,10,2020-02-21
湖北省,十堰,62662,11867,2144,654,212,2,2020-02-21
湖北省,仙桃,62662,11867,2144,568,210,19,2020-02-21
湖北省,天门,62662,11867,2144,477,165,12,2020-02-21
湖北省,监狱系统,62662,11867,2144,220,0,0,2020-02-21
湖北省,恩施州,62662,11867,2144,245,112,3,2020-02-21
湖北省,潜江,62662,11867,2144,188,57,7,2020-02-21
湖北省,神农架林区,62662,11867,2144,10,10,0,2020-02-21
黑龙江省,哈尔滨,479,174,12,197,76,3,2020-02-21
黑龙江省,鸡西,479,174,12,46,3,0,2020-02-21
黑龙江省,双鸭山,479,174,12,52,16,3,2020-02-21
黑龙江省,齐齐哈尔,479,174,12,43,16,1,2020-02-21
黑龙江省,绥化,479,174,12,47,26,4,2020-02-21
黑龙江省,大庆,479,174,12,26,8,1,2020-02-21
黑龙江省,牡丹江,479,174,12,14,2,0,2020-02-21
黑龙江省,七台河,479,174,12,17,6,0,2020-02-21
黑龙江省,黑河,479,174,12,14,3,0,2020-02-21
黑龙江省,鹤岗,479,174,12,5,2,0,2020-02-21
黑龙江省,佳木斯,479,174,12,15,14,0,2020-02-21
黑龙江省,伊春,479,174,12,1,0,0,2020-02-21
黑龙江省,大兴安岭,479,174,12,2,2,0,2020-02-21
湖北省,武汉,62662,11808,2144,45346,6214,1684,2020-02-21
湖北省,孝感,62662,11808,2144,3346,771,94,2020-02-21
湖北省,黄冈,62662,11808,2144,2856,1274,90,2020-02-21
湖北省,荆州,62662,11808,2144,1517,531,40,2020-02-21
湖北省,鄂州,62662,11808,2144,1343,375,39,2020-02-21
湖北省,随州,62662,11808,2144,1287,386,28,2020-02-21
湖北省,襄阳,62662,11808,2144,1170,343,24,2020-02-21
湖北省,宜昌,62662,11808,2144,895,250,28,2020-02-21
湖北省,黄石,62662,11808,2144,974,355,27,2020-02-21
湖北省,荆门,62662,11808,2144,800,229,37,2020-02-21
湖北省,咸宁,62662,11808,2144,766,314,10,2020-02-21
湖北省,十堰,62662,11808,2144,654,212,2,2020-02-21
湖北省,仙桃,62662,11808,2144,568,210,19,2020-02-21
湖北省,天门,62662,11808,2144,477,165,12,2020-02-21
湖北省,监狱系统,62662,11808,2144,220,0,0,2020-02-21
湖北省,恩施州,62662,11808,2144,245,112,3,2020-02-21
湖北省,潜江,62662,11808,2144,188,57,7,2020-02-21
湖北省,神农架林区,62662,11808,2144,10,10,0,2020-02-21
浙江省,温州,1203,679,1,504,268,1,2020-02-21
浙江省,台州,1203,679,1,146,84,0,2020-02-21
浙江省,杭州,1203,679,1,169,111,0,2020-02-21
浙江省,宁波,1203,679,1,157,103,0,2020-02-21
浙江省,省十里丰监狱,1203,679,1,34,0,0,2020-02-21
浙江省,嘉兴,1203,679,1,45,22,0,2020-02-21
浙江省,绍兴,1203,679,1,42,20,0,2020-02-21
浙江省,金华,1203,679,1,55,36,0,2020-02-21
浙江省,舟山,1203,679,1,10,5,0,2020-02-21
浙江省,衢州,1203,679,1,14,10,0,2020-02-21
浙江省,湖州,1203,679,1,10,6,0,2020-02-21
浙江省,丽水,1203,679,1,17,14,0,2020-02-21
山东省,济宁,749,281,4,253,29,0,2020-02-21
山东省,烟台,749,281,4,47,18,0,2020-02-21
山东省,潍坊,749,281,4,44,17,0,2020-02-21
山东省,济南,749,281,4,47,22,0,2020-02-21
山东省,德州,749,281,4,37,11,2,2020-02-21
山东省,青岛,749,281,4,59,35,1,2020-02-21
山东省,泰安,749,281,4,34,12,1,2020-02-21
山东省,威海,749,281,4,38,18,0,2020-02-21
山东省,淄博,749,281,4,30,10,0,2020-02-21
山东省,聊城,749,281,4,38,21,0,2020-02-21
山东省,枣庄,749,281,4,24,11,0,2020-02-21
山东省,日照,749,281,4,16,8,0,2020-02-21
山东省,临沂,749,281,4,49,44,0,2020-02-21
山东省,菏泽,749,281,4,18,14,0,2020-02-21
山东省,滨州,749,281,4,15,11,0,2020-02-21
湖北省,武汉,62662,11792,2144,45346,6214,1684,2020-02-21
湖北省,孝感,62662,11792,2144,3346,771,94,2020-02-21
湖北省,黄冈,62662,11792,2144,2856,1274,90,2020-02-21
湖北省,荆州,62662,11792,2144,1517,531,40,2020-02-21
湖北省,鄂州,62662,11792,2144,1343,375,39,2020-02-21
湖北省,随州,62662,11792,2144,1287,386,28,2020-02-21
湖北省,襄阳,62662,11792,2144,1170,343,24,2020-02-21
湖北省,宜昌,62662,11792,2144,895,250,28,2020-02-21
湖北省,黄石,62662,11792,2144,974,339,27,2020-02-21
湖北省,荆门,62662,11792,2144,800,229,37,2020-02-21
湖北省,咸宁,62662,11792,2144,766,314,10,2020-02-21
湖北省,十堰,62662,11792,2144,654,212,2,2020-02-21
湖北省,仙桃,62662,11792,2144,568,210,19,2020-02-21
湖北省,天门,62662,11792,2144,477,165,12,2020-02-21
湖北省,监狱系统,62662,11792,2144,220,0,0,2020-02-21
湖北省,恩施州,62662,11792,2144,245,112,3,2020-02-21
湖北省,潜江,62662,11792,2144,188,57,7,2020-02-21
湖北省,神农架林区,62662,11792,2144,10,10,0,2020-02-21
广东省,深圳,1333,690,5,416,222,2,2020-02-21
广东省,广州,1333,690,5,339,172,0,2020-02-21
广东省,东莞,1333,690,5,93,27,1,2020-02-21
广东省,佛山,1333,690,5,84,34,0,2020-02-21
广东省,珠海,1333,690,5,98,49,1,2020-02-21
广东省,中山,1333,690,5,66,43,0,2020-02-21
广东省,惠州,1333,690,5,62,41,0,2020-02-21
广东省,江门,1333,690,5,23,9,0,2020-02-21
广东省,湛江,1333,690,5,22,12,0,2020-02-21
广东省,肇庆,1333,690,5,18,8,1,2020-02-21
广东省,茂名,1333,690,5,14,6,0,2020-02-21
广东省,汕头,1333,690,5,25,20,0,2020-02-21
广东省,梅州,1333,690,5,16,11,0,2020-02-21
广东省,韶关,1333,690,5,10,6,0,2020-02-21
广东省,揭阳,1333,690,5,8,4,0,2020-02-21
广东省,阳江,1333,690,5,13,10,0,2020-02-21
广东省,清远,1333,690,5,12,9,0,2020-02-21
广东省,汕尾,1333,690,5,5,2,0,2020-02-21
广东省,河源,1333,690,5,4,1,0,2020-02-21
广东省,潮州,1333,690,5,5,4,0,2020-02-21
山东省,济宁,749,280,4,253,29,0,2020-02-21
山东省,烟台,749,280,4,47,18,0,2020-02-21
山东省,潍坊,749,280,4,44,17,0,2020-02-21
山东省,济南,749,280,4,47,22,0,2020-02-21
山东省,德州,749,280,4,37,11,2,2020-02-21
山东省,青岛,749,280,4,59,35,1,2020-02-21
山东省,泰安,749,280,4,34,12,1,2020-02-21
山东省,淄博,749,280,4,30,9,0,2020-02-21
山东省,威海,749,280,4,38,18,0,2020-02-21
山东省,聊城,749,280,4,38,21,0,2020-02-21
山东省,枣庄,749,280,4,24,11,0,2020-02-21
山东省,日照,749,280,4,16,8,0,2020-02-21
山东省,临沂,749,280,4,49,44,0,2020-02-21
山东省,菏泽,749,280,4,18,14,0,2020-02-21
山东省,滨州,749,280,4,15,11,0,2020-02-21
安徽省,蚌埠,988,539,6,160,56,5,2020-02-21
安徽省,合肥,988,539,6,174,97,1,2020-02-21
安徽省,阜阳,988,539,6,155,90,0,2020-02-21
安徽省,亳州,988,539,6,108,70,0,2020-02-21
安徽省,六安,988,539,6,69,35,0,2020-02-21
安徽省,安庆,988,539,6,83,55,0,2020-02-21
安徽省,马鞍山,988,539,6,37,17,0,2020-02-21
安徽省,宿州,988,539,6,41,23,0,2020-02-21
安徽省,铜陵,988,539,6,29,13,0,2020-02-21
安徽省,淮南,988,539,6,27,14,0,2020-02-21
安徽省,淮北,988,539,6,27,15,0,2020-02-21
安徽省,芜湖,988,539,6,33,26,0,2020-02-21
安徽省,池州,988,539,6,17,10,0,2020-02-21
安徽省,滁州,988,539,6,13,8,0,2020-02-21
安徽省,黄山,988,539,6,9,6,0,2020-02-21
安徽省,宣城,988,539,6,6,4,0,2020-02-21
湖南省,长沙,1011,657,4,242,125,2,2020-02-21
湖南省,岳阳,1011,657,4,156,76,1,2020-02-21
湖南省,株洲,1011,657,4,78,46,0,2020-02-21
湖南省,邵阳,1011,657,4,102,78,1,2020-02-21
湖南省,常德,1011,657,4,80,58,0,2020-02-21
湖南省,娄底,1011,657,4,76,54,0,2020-02-21
湖南省,湘潭,1011,657,4,35,17,0,2020-02-21
湖南省,衡阳,1011,657,4,48,37,0,2020-02-21
湖南省,郴州,1011,657,4,39,30,0,2020-02-21
湖南省,益阳,1011,657,4,59,51,0,2020-02-21
湖南省,永州,1011,657,4,43,35,0,2020-02-21
湖南省,怀化,1011,657,4,40,38,0,2020-02-21
湖南省,湘西自治州,1011,657,4,8,7,0,2020-02-21
湖南省,张家界,1011,657,4,5,5,0,2020-02-21
四川省,成都,525,230,3,143,71,3,2020-02-21
四川省,甘孜州,525,230,3,68,9,0,2020-02-21
四川省,达州,525,230,3,41,11,0,2020-02-21
四川省,南充,525,230,3,38,15,0,2020-02-21
四川省,泸州,525,230,3,24,6,0,2020-02-21
四川省,巴中,525,230,3,24,10,0,2020-02-21
四川省,德阳,525,230,3,18,5,0,2020-02-21
四川省,绵阳,525,230,3,22,10,0,2020-02-21
四川省,内江,525,230,3,22,10,0,2020-02-21
四川省,广安,525,230,3,30,20,0,2020-02-21
四川省,遂宁,525,230,3,17,10,0,2020-02-21
四川省,凉山州,525,230,3,13,6,0,2020-02-21
四川省,宜宾,525,230,3,12,7,0,2020-02-21
四川省,攀枝花,525,230,3,16,13,0,2020-02-21
四川省,雅安,525,230,3,7,4,0,2020-02-21
四川省,自贡,525,230,3,9,7,0,2020-02-21
四川省,眉山,525,230,3,8,6,0,2020-02-21
四川省,广元,525,230,3,6,5,0,2020-02-21
四川省,乐山,525,230,3,3,2,0,2020-02-21
四川省,资阳,525,230,3,3,2,0,2020-02-21
四川省,阿坝州,525,230,3,1,1,0,2020-02-21
江苏省,南京,631,368,0,93,47,0,2020-02-21
江苏省,苏州,631,368,0,87,42,0,2020-02-21
江苏省,淮安,631,368,0,66,34,0,2020-02-21
江苏省,连云港,631,368,0,48,18,0,2020-02-21
江苏省,徐州,631,368,0,79,58,0,2020-02-21
江苏省,无锡,631,368,0,55,37,0,2020-02-21
江苏省,南通,631,368,0,40,23,0,2020-02-21
江苏省,常州,631,368,0,51,36,0,2020-02-21
江苏省,泰州,631,368,0,37,24,0,2020-02-21
江苏省,扬州,631,368,0,23,13,0,2020-02-21
江苏省,盐城,631,368,0,27,20,0,2020-02-21
江苏省,宿迁,631,368,0,13,8,0,2020-02-21
江苏省,镇江,631,368,0,12,8,0,2020-02-21
福建省,福州,293,138,1,71,36,0,2020-02-21
福建省,莆田,293,138,1,55,22,0,2020-02-21
福建省,泉州,293,138,1,46,17,0,2020-02-21
福建省,厦门,293,138,1,35,17,0,2020-02-21
福建省,南平,293,138,1,20,8,0,2020-02-21
福建省,宁德,293,138,1,26,17,0,2020-02-21
福建省,三明,293,138,1,14,5,0,2020-02-21
福建省,漳州,293,138,1,20,13,0,2020-02-21
福建省,龙岩,293,138,1,6,3,0,2020-02-21
福建省,待明确地区,293,138,1,0,0,1,2020-02-21
河北省,唐山,308,183,5,57,19,1,2020-02-21
河北省,沧州,308,183,5,48,22,3,2020-02-21
河北省,石家庄,308,183,5,28,15,0,2020-02-21
河北省,邯郸,308,183,5,31,19,0,2020-02-21
河北省,张家口,308,183,5,34,25,0,2020-02-21
河北省,廊坊,308,183,5,30,21,0,2020-02-21
河北省,邢台,308,183,5,23,15,1,2020-02-21
河北省,秦皇岛,308,183,5,10,6,0,2020-02-21
河北省,保定,308,183,5,32,29,0,2020-02-21
河北省,衡水,308,183,5,8,6,0,2020-02-21
河北省,承德,308,183,5,7,6,0,2020-02-21
海南省,三亚,168,95,4,54,30,1,2020-02-21
海南省,海口,168,95,4,39,19,0,2020-02-21
海南省,昌江,168,95,4,7,2,0,2020-02-21
海南省,儋州,168,95,4,15,11,0,2020-02-21
海南省,万宁,168,95,4,13,9,0,2020-02-21
海南省,澄迈,168,95,4,9,4,1,2020-02-21
海南省,陵水,168,95,4,4,1,0,2020-02-21
海南省,临高,168,95,4,6,4,0,2020-02-21
海南省,保亭,168,95,4,3,1,0,2020-02-21
海南省,琼海,168,95,4,6,4,1,2020-02-21
海南省,东方,168,95,4,3,2,0,2020-02-21
海南省,定安,168,95,4,3,2,1,2020-02-21
海南省,文昌,168,95,4,3,3,0,2020-02-21
海南省,乐东,168,95,4,2,2,0,2020-02-21
海南省,琼中,168,95,4,1,1,0,2020-02-21
吉林省,长春,91,45,1,45,22,0,2020-02-21
吉林省,四平市,91,45,1,15,8,1,2020-02-21
吉林省,辽源,91,45,1,7,1,0,2020-02-21
吉林省,公主岭,91,45,1,6,2,0,2020-02-21
吉林省,通化,91,45,1,4,1,0,2020-02-21
吉林省,吉林市,91,45,1,5,4,0,2020-02-21
吉林省,延边,91,45,1,5,4,0,2020-02-21
吉林省,白城,91,45,1,1,0,0,2020-02-21
吉林省,松原,91,45,1,2,2,0,2020-02-21
吉林省,梅河口,91,45,1,1,1,0,2020-02-21
黑龙江省,哈尔滨,479,153,12,197,55,3,2020-02-21
黑龙江省,鸡西,479,153,12,46,3,0,2020-02-21
黑龙江省,双鸭山,479,153,12,52,16,3,2020-02-21
黑龙江省,齐齐哈尔,479,153,12,43,16,1,2020-02-21
黑龙江省,绥化,479,153,12,47,26,4,2020-02-21
黑龙江省,大庆,479,153,12,26,8,1,2020-02-21
黑龙江省,牡丹江,479,153,12,14,2,0,2020-02-21
黑龙江省,七台河,479,153,12,17,6,0,2020-02-21
黑龙江省,黑河,479,153,12,14,3,0,2020-02-21
黑龙江省,鹤岗,479,153,12,5,2,0,2020-02-21
黑龙江省,佳木斯,479,153,12,15,14,0,2020-02-21
黑龙江省,伊春,479,153,12,1,0,0,2020-02-21
黑龙江省,大兴安岭,479,153,12,2,2,0,2020-02-21
山东省,济宁,749,278,4,253,29,0,2020-02-21
山东省,烟台,749,278,4,47,17,0,2020-02-21
山东省,潍坊,749,278,4,44,17,0,2020-02-21
山东省,济南,749,278,4,47,22,0,2020-02-21
山东省,青岛,749,278,4,59,34,1,2020-02-21
山东省,德州,749,278,4,37,11,2,2020-02-21
山东省,泰安,749,278,4,34,12,1,2020-02-21
山东省,淄博,749,278,4,30,9,0,2020-02-21
山东省,威海,749,278,4,38,18,0,2020-02-21
山东省,聊城,749,278,4,38,21,0,2020-02-21
山东省,枣庄,749,278,4,24,11,0,2020-02-21
山东省,日照,749,278,4,16,8,0,2020-02-21
山东省,临沂,749,278,4,49,44,0,2020-02-21
山东省,菏泽,749,278,4,18,14,0,2020-02-21
山东省,滨州,749,278,4,15,11,0,2020-02-21
湖南省,长沙,1011,654,4,242,125,2,2020-02-21
湖南省,岳阳,1011,654,4,156,76,1,2020-02-21
湖南省,株洲,1011,654,4,78,46,0,2020-02-21
湖南省,邵阳,1011,654,4,102,78,1,2020-02-21
湖南省,常德,1011,654,4,80,58,0,2020-02-21
湖南省,娄底,1011,654,4,76,54,0,2020-02-21
湖南省,湘潭,1011,654,4,35,17,0,2020-02-21
湖南省,益阳,1011,654,4,59,48,0,2020-02-21
湖南省,衡阳,1011,654,4,48,37,0,2020-02-21
湖南省,郴州,1011,654,4,39,30,0,2020-02-21
湖南省,永州,1011,654,4,43,35,0,2020-02-21
湖南省,怀化,1011,654,4,40,38,0,2020-02-21
湖南省,湘西自治州,1011,654,4,8,7,0,2020-02-21
湖南省,张家界,1011,654,4,5,5,0,2020-02-21
内蒙古自治区,包头,75,17,0,11,2,0,2020-02-21
内蒙古自治区,锡林郭勒盟,75,17,0,9,1,0,2020-02-21
内蒙古自治区,巴彦淖尔,75,17,0,8,0,0,2020-02-21
内蒙古自治区,鄂尔多斯,75,17,0,11,5,0,2020-02-21
内蒙古自治区,赤峰,75,17,0,9,3,0,2020-02-21
内蒙古自治区,通辽,75,17,0,7,1,0,2020-02-21
内蒙古自治区,呼和浩特,75,17,0,7,2,0,2020-02-21
内蒙古自治区,呼伦贝尔,75,17,0,7,2,0,2020-02-21
内蒙古自治区,乌兰察布,75,17,0,3,1,0,2020-02-21
内蒙古自治区,乌海市,75,17,0,2,0,0,2020-02-21
内蒙古自治区,兴安盟,75,17,0,1,0,0,2020-02-21
山东省,济宁,749,270,4,253,29,0,2020-02-21
山东省,烟台,749,270,4,47,17,0,2020-02-21
山东省,济南,749,270,4,47,18,0,2020-02-21
山东省,潍坊,749,270,4,44,17,0,2020-02-21
山东省,青岛,749,270,4,59,33,1,2020-02-21
山东省,德州,749,270,4,37,11,2,2020-02-21
山东省,威海,749,270,4,38,16,0,2020-02-21
山东省,泰安,749,270,4,34,12,1,2020-02-21
山东省,淄博,749,270,4,30,9,0,2020-02-21
山东省,聊城,749,270,4,38,21,0,2020-02-21
山东省,枣庄,749,270,4,24,11,0,2020-02-21
山东省,日照,749,270,4,16,8,0,2020-02-21
山东省,临沂,749,270,4,49,43,0,2020-02-21
山东省,菏泽,749,270,4,18,14,0,2020-02-21
山东省,滨州,749,270,4,15,11,0,2020-02-21
广东省,深圳,1333,666,5,416,199,2,2020-02-21
广东省,广州,1333,666,5,339,172,0,2020-02-21
广东省,东莞,1333,666,5,93,27,1,2020-02-21
广东省,佛山,1333,666,5,84,33,0,2020-02-21
广东省,珠海,1333,666,5,98,49,1,2020-02-21
广东省,中山,1333,666,5,66,43,0,2020-02-21
广东省,惠州,1333,666,5,62,41,0,2020-02-21
广东省,江门,1333,666,5,23,9,0,2020-02-21
广东省,湛江,1333,666,5,22,12,0,2020-02-21
广东省,肇庆,1333,666,5,18,8,1,2020-02-21
广东省,茂名,1333,666,5,14,6,0,2020-02-21
广东省,汕头,1333,666,5,25,20,0,2020-02-21
广东省,梅州,1333,666,5,16,11,0,2020-02-21
广东省,韶关,1333,666,5,10,6,0,2020-02-21
广东省,揭阳,1333,666,5,8,4,0,2020-02-21
