provinceName,cityName,province_confirmedCount,province_curedCount,province_deadCount,city_confirmedCount,city_curedCount,city_deadCount,updateTime
宁夏回族自治区,石嘴山,72,65,0,1,1,0,2020-02-27
湖北省,武汉,65596,23200,2641,47824,13328,2104,2020-02-27
湖北省,孝感,65596,23200,2641,3516,1622,113,2020-02-27
湖北省,黄冈,65596,23200,2641,2904,1948,110,2020-02-27
湖北省,鄂州,65596,23200,2641,1389,611,42,2020-02-27
湖北省,荆州,65596,23200,2641,1579,867,45,2020-02-27
湖北省,随州,65596,23200,2641,1307,693,37,2020-02-27
湖北省,宜昌,65596,23200,2641,929,396,30,2020-02-27
湖北省,襄阳,65596,23200,2641,1175,701,31,2020-02-27
湖北省,荆门,65596,23200,2641,923,508,37,2020-02-27
湖北省,黄石,65596,23200,2641,1013,613,33,2020-02-27
湖北省,十堰,65596,23200,2641,671,372,3,2020-02-27
湖北省,咸宁,65596,23200,2641,836,607,11,2020-02-27
湖北省,仙桃,65596,23200,2641,575,356,19,2020-02-27
湖北省,天门,65596,23200,2641,496,307,13,2020-02-27
湖北省,潜江,65596,23200,2641,197,97,9,2020-02-27
湖北省,恩施州,65596,23200,2641,251,164,4,2020-02-27
湖北省,神农架林区,65596,23200,2641,11,10,0,2020-02-27
浙江省,温州,1205,881,1,504,354,1,2020-02-27
浙江省,台州,1205,881,1,146,101,0,2020-02-27
浙江省,省十里丰监狱,1205,881,1,36,3,0,2020-02-27
浙江省,杭州,1205,881,1,169,145,0,2020-02-27
浙江省,宁波,1205,881,1,157,134,0,2020-02-27
浙江省,嘉兴,1205,881,1,45,32,0,2020-02-27
浙江省,金华,1205,881,1,55,43,0,2020-02-27
浙江省,绍兴,1205,881,1,42,31,0,2020-02-27
浙江省,舟山,1205,881,1,10,6,0,2020-02-27
浙江省,丽水,1205,881,1,17,14,0,2020-02-27
浙江省,衢州,1205,881,1,14,11,0,2020-02-27
浙江省,湖州,1205,881,1,10,7,0,2020-02-27
江西省,九江,934,754,1,118,80,0,2020-02-27
江西省,南昌,934,754,1,229,193,0,2020-02-27
江西省,上饶,934,754,1,123,101,0,2020-02-27
江西省,新余,934,754,1,130,115,0,2020-02-27
江西省,赣州,934,754,1,76,61,1,2020-02-27
江西省,萍乡,934,754,1,33,20,0,2020-02-27
江西省,宜春,934,754,1,106,95,0,2020-02-27
江西省,抚州,934,754,1,72,61,0,2020-02-27
江西省,吉安,934,754,1,22,13,0,2020-02-27
江西省,鹰潭,934,754,1,18,11,0,2020-02-27
江西省,景德镇,934,754,1,6,3,0,2020-02-27
江西省,赣江新区,934,754,1,1,1,0,2020-02-27
广东省,深圳,1347,873,7,417,262,3,2020-02-27
广东省,广州,1347,873,7,346,222,1,2020-02-27
广东省,东莞,1347,873,7,97,40,1,2020-02-27
广东省,佛山,1347,873,7,84,36,0,2020-02-27
广东省,珠海,1347,873,7,98,59,1,2020-02-27
广东省,江门,1347,873,7,23,11,0,2020-02-27
广东省,中山,1347,873,7,66,55,0,2020-02-27
广东省,惠州,1347,873,7,62,52,0,2020-02-27
广东省,湛江,1347,873,7,22,14,0,2020-02-27
广东省,茂名,1347,873,7,14,7,0,2020-02-27
广东省,肇庆,1347,873,7,19,13,1,2020-02-27
广东省,梅州,1347,873,7,16,12,0,2020-02-27
广东省,阳江,1347,873,7,14,10,0,2020-02-27
广东省,汕头,1347,873,7,25,22,0,2020-02-27
广东省,韶关,1347,873,7,10,7,0,2020-02-27
广东省,揭阳,1347,873,7,8,5,0,2020-02-27
广东省,汕尾,1347,873,7,5,4,0,2020-02-27
广东省,潮州,1347,873,7,5,4,0,2020-02-27
广东省,清远,1347,873,7,12,12,0,2020-02-27
广东省,河源,1347,873,7,4,4,0,2020-02-27
广东省,待明确地区,1347,873,7,0,22,0,2020-02-27
江苏省,南京,631,494,0,93,58,0,2020-02-27
江苏省,苏州,631,494,0,87,59,0,2020-02-27
江苏省,淮安,631,494,0,66,50,0,2020-02-27
江苏省,连云港,631,494,0,48,33,0,2020-02-27
江苏省,徐州,631,494,0,79,69,0,2020-02-27
江苏省,无锡,631,494,0,55,45,0,2020-02-27
江苏省,扬州,631,494,0,23,17,0,2020-02-27
江苏省,泰州,631,494,0,37,32,0,2020-02-27
江苏省,常州,631,494,0,51,48,0,2020-02-27
江苏省,南通,631,494,0,40,37,0,2020-02-27
江苏省,盐城,631,494,0,27,25,0,2020-02-27
江苏省,宿迁,631,494,0,13,11,0,2020-02-27
江苏省,镇江,631,494,0,12,10,0,2020-02-27
湖南省,长沙,1017,793,4,242,164,2,2020-02-27
湖南省,岳阳,1017,793,4,156,107,1,2020-02-27
湖南省,株洲,1017,793,4,80,56,0,2020-02-27
湖南省,娄底,1017,793,4,76,58,0,2020-02-27
湖南省,常德,1017,793,4,82,67,0,2020-02-27
湖南省,邵阳,1017,793,4,102,90,1,2020-02-27
湖南省,衡阳,1017,793,4,48,38,0,2020-02-27
湖南省,湘潭,1017,793,4,36,29,0,2020-02-27
湖南省,郴州,1017,793,4,39,33,0,2020-02-27
湖南省,益阳,1017,793,4,59,56,0,2020-02-27
湖南省,永州,1017,793,4,44,42,0,2020-02-27
湖南省,怀化,1017,793,4,40,40,0,2020-02-27
湖南省,湘西自治州,1017,793,4,8,8,0,2020-02-27
湖南省,张家界,1017,793,4,5,5,0,2020-02-27
安徽省,阜阳,989,764,6,155,112,0,2020-02-27
安徽省,合肥,989,764,6,174,135,1,2020-02-27
安徽省,蚌埠,989,764,6,160,127,5,2020-02-27
安徽省,六安,989,764,6,69,48,0,2020-02-27
安徽省,亳州,989,764,6,108,89,0,2020-02-27
安徽省,马鞍山,989,764,6,38,25,0,2020-02-27
安徽省,宿州,989,764,6,41,30,0,2020-02-27
安徽省,安庆,989,764,6,83,74,0,2020-02-27
安徽省,铜陵,989,764,6,29,22,0,2020-02-27
安徽省,淮南,989,764,6,27,20,0,2020-02-27
安徽省,芜湖,989,764,6,33,28,0,2020-02-27
安徽省,淮北,989,764,6,27,22,0,2020-02-27
安徽省,池州,989,764,6,17,13,0,2020-02-27
安徽省,滁州,989,764,6,13,9,0,2020-02-27
安徽省,黄山,989,764,6,9,6,0,2020-02-27
安徽省,宣城,989,764,6,6,4,0,2020-02-27
陕西省,西安,245,194,1,120,94,1,2020-02-27
陕西省,汉中,245,194,1,26,17,0,2020-02-27
陕西省,安康,245,194,1,26,20,0,2020-02-27
陕西省,渭南,245,194,1,15,9,0,2020-02-27
陕西省,铜川,245,194,1,8,6,0,2020-02-27
陕西省,商洛,245,194,1,7,5,0,2020-02-27
陕西省,咸阳,245,194,1,17,16,0,2020-02-27
陕西省,宝鸡,245,194,1,13,12,0,2020-02-27
陕西省,延安,245,194,1,8,8,0,2020-02-27
陕西省,榆林,245,194,1,3,3,0,2020-02-27
陕西省,韩城,245,194,1,1,1,0,2020-02-27
陕西省,杨凌,245,194,1,1,1,0,2020-02-27
陕西省,待明确地区,245,194,1,0,2,0,2020-02-27
河南省,信阳,1272,1062,20,274,219,2,2020-02-27
河南省,郑州,1272,1062,20,157,124,0,2020-02-27
河南省,南阳,1272,1062,20,156,129,3,2020-02-27
河南省,周口,1272,1062,20,76,56,0,2020-02-27
河南省,驻马店,1272,1062,20,139,126,0,2020-02-27
河南省,平顶山,1272,1062,20,58,44,1,2020-02-27
河南省,安阳,1272,1062,20,53,43,0,2020-02-27
河南省,漯河,1272,1062,20,35,25,0,2020-02-27
河南省,开封,1272,1062,20,26,16,0,2020-02-27
河南省,商丘,1272,1062,20,91,80,3,2020-02-27
河南省,许昌,1272,1062,20,39,32,0,2020-02-27
河南省,濮阳,1272,1062,20,17,10,0,2020-02-27
河南省,洛阳,1272,1062,20,31,24,1,2020-02-27
河南省,新乡,1272,1062,20,57,49,3,2020-02-27
河南省,鹤壁,1272,1062,20,19,15,0,2020-02-27
河南省,焦作,1272,1062,20,32,28,1,2020-02-27
河南省,济源,1272,1062,20,5,3,0,2020-02-27
河南省,三门峡,1272,1062,20,7,6,1,2020-02-27
河南省,待明确地区,1272,1062,20,0,33,5,2020-02-27
贵州省,遵义,146,112,2,32,19,0,2020-02-27
贵州省,贵阳,146,112,2,36,27,1,2020-02-27
贵州省,毕节,146,112,2,23,15,0,2020-02-27
贵州省,黔南州,146,112,2,17,15,0,2020-02-27
贵州省,六盘水,146,112,2,10,8,1,2020-02-27
贵州省,铜仁,146,112,2,10,10,0,2020-02-27
贵州省,黔东南州,146,112,2,10,10,0,2020-02-27
贵州省,安顺,146,112,2,4,4,0,2020-02-27
贵州省,黔西南州,146,112,2,4,4,0,2020-02-27
四川省,成都,534,310,3,143,83,3,2020-02-27
四川省,甘孜州,534,310,3,74,18,0,2020-02-27
四川省,达州,534,310,3,42,20,0,2020-02-27
四川省,南充,534,310,3,39,23,0,2020-02-27
四川省,巴中,534,310,3,24,11,0,2020-02-27
四川省,广安,534,310,3,30,20,0,2020-02-27
四川省,德阳,534,310,3,18,9,0,2020-02-27
四川省,绵阳,534,310,3,22,14,0,2020-02-27
四川省,泸州,534,310,3,24,17,0,2020-02-27
四川省,内江,534,310,3,22,15,0,2020-02-27
四川省,遂宁,534,310,3,17,13,0,2020-02-27
四川省,凉山州,534,310,3,13,9,0,2020-02-27
四川省,宜宾,534,310,3,12,10,0,2020-02-27
四川省,眉山,534,310,3,8,6,0,2020-02-27
四川省,资阳,534,310,3,4,2,0,2020-02-27
四川省,自贡,534,310,3,9,8,0,2020-02-27
四川省,雅安,534,310,3,7,6,0,2020-02-27
四川省,攀枝花,534,310,3,16,16,0,2020-02-27
四川省,广元,534,310,3,6,6,0,2020-02-27
四川省,乐山,534,310,3,3,3,0,2020-02-27
四川省,阿坝州,534,310,3,1,1,0,2020-02-27
山东省,济宁,756,381,6,258,43,0,2020-02-27
山东省,济南,756,381,6,47,25,0,2020-02-27
山东省,烟台,756,381,6,47,26,0,2020-02-27
山东省,潍坊,756,381,6,44,24,0,2020-02-27
山东省,德州,756,381,6,37,15,2,2020-02-27
山东省,青岛,756,381,6,60,42,1,2020-02-27
山东省,威海,756,381,6,38,27,0,2020-02-27
山东省,淄博,756,381,6,30,18,1,2020-02-27
山东省,泰安,756,381,6,35,23,2,2020-02-27
山东省,聊城,756,381,6,38,30,0,2020-02-27
山东省,临沂,756,381,6,49,45,0,2020-02-27
山东省,日照,756,381,6,16,12,0,2020-02-27
山东省,滨州,756,381,6,15,12,0,2020-02-27
山东省,枣庄,756,381,6,24,22,0,2020-02-27
山东省,菏泽,756,381,6,18,17,0,2020-02-27
福建省,泉州,296,225,1,47,23,0,2020-02-27
福建省,莆田,296,225,1,56,36,0,2020-02-27
福建省,南平,296,225,1,20,12,0,2020-02-27
福建省,福州,296,225,1,72,65,1,2020-02-27
福建省,三明,296,225,1,14,8,0,2020-02-27
福建省,厦门,296,225,1,35,30,0,2020-02-27
福建省,漳州,296,225,1,20,15,0,2020-02-27
福建省,宁德,296,225,1,26,23,0,2020-02-27
福建省,龙岩,296,225,1,6,6,0,2020-02-27
福建省,待明确地区,296,225,1,0,7,0,2020-02-27
黑龙江省,哈尔滨,480,262,13,198,78,4,2020-02-27
黑龙江省,双鸭山,480,262,13,52,29,3,2020-02-27
黑龙江省,鸡西,480,262,13,46,27,0,2020-02-27
黑龙江省,齐齐哈尔,480,262,13,43,28,1,2020-02-27
黑龙江省,大庆,480,262,13,26,14,1,2020-02-27
黑龙江省,绥化,480,262,13,47,35,4,2020-02-27
黑龙江省,七台河,480,262,13,17,12,0,2020-02-27
黑龙江省,黑河,480,262,13,14,9,0,2020-02-27
黑龙江省,牡丹江,480,262,13,14,9,0,2020-02-27
黑龙江省,鹤岗,480,262,13,5,4,0,2020-02-27
黑龙江省,伊春,480,262,13,1,0,0,2020-02-27
黑龙江省,佳木斯,480,262,13,15,15,0,2020-02-27
黑龙江省,大兴安岭,480,262,13,2,2,0,2020-02-27
广西壮族自治区,河池,252,159,2,28,8,1,2020-02-27
广西壮族自治区,北海,252,159,2,44,29,1,2020-02-27
广西壮族自治区,南宁,252,159,2,55,42,0,2020-02-27
广西壮族自治区,防城港,252,159,2,19,8,0,2020-02-27
广西壮族自治区,柳州,252,159,2,24,15,0,2020-02-27
广西壮族自治区,来宾,252,159,2,11,2,0,2020-02-27
广西壮族自治区,桂林,252,159,2,32,24,0,2020-02-27
广西壮族自治区,玉林,252,159,2,11,7,0,2020-02-27
广西壮族自治区,贵港,252,159,2,8,5,0,2020-02-27
广西壮族自治区,钦州,252,159,2,8,7,0,2020-02-27
广西壮族自治区,梧州,252,159,2,5,5,0,2020-02-27
广西壮族自治区,贺州,252,159,2,4,4,0,2020-02-27
广西壮族自治区,百色,252,159,2,3,3,0,2020-02-27
河北省,唐山,317,261,6,58,36,1,2020-02-27
河北省,沧州,317,261,6,48,35,3,2020-02-27
河北省,张家口,317,261,6,40,32,0,2020-02-27
河北省,石家庄,317,261,6,29,22,0,2020-02-27
河北省,邯郸,317,261,6,32,29,0,2020-02-27
河北省,秦皇岛,317,261,6,10,8,1,2020-02-27
河北省,保定,317,261,6,32,32,0,2020-02-27
河北省,廊坊,317,261,6,30,30,0,2020-02-27
河北省,邢台,317,261,6,23,22,1,2020-02-27
河北省,衡水,317,261,6,8,8,0,2020-02-27
河北省,承德,317,261,6,7,7,0,2020-02-27
辽宁省,大连,121,92,1,19,12,0,2020-02-27
辽宁省,葫芦岛,121,92,1,12,6,1,2020-02-27
辽宁省,阜新,121,92,1,8,5,0,2020-02-27
辽宁省,铁岭,121,92,1,7,4,0,2020-02-27
辽宁省,朝阳,121,92,1,6,3,0,2020-02-27
辽宁省,鞍山,121,92,1,4,1,0,2020-02-27
辽宁省,沈阳,121,92,1,28,27,0,2020-02-27
辽宁省,锦州,121,92,1,12,11,0,2020-02-27
辽宁省,盘锦,121,92,1,11,10,0,2020-02-27
辽宁省,丹东,121,92,1,7,6,0,2020-02-27
辽宁省,本溪,121,92,1,3,3,0,2020-02-27
辽宁省,辽阳,121,92,1,3,3,0,2020-02-27
辽宁省,营口,121,92,1,1,1,0,2020-02-27
上海市,外地来沪人员,337,272,3,111,89,1,2020-02-27
上海市,浦东新区,337,272,3,60,50,0,2020-02-27
上海市,宝山区,337,272,3,21,13,0,2020-02-27
上海市,徐汇区,337,272,3,18,15,0,2020-02-27
上海市,静安区,337,272,3,16,13,0,2020-02-27
上海市,松江区,337,272,3,14,11,0,2020-02-27
上海市,嘉定区,337,272,3,9,6,0,2020-02-27
上海市,闵行区,337,272,3,19,17,0,2020-02-27
上海市,普陀区,337,272,3,11,9,0,2020-02-27
上海市,杨浦区,337,272,3,9,7,0,2020-02-27
上海市,黄浦区,337,272,3,6,4,0,2020-02-27
上海市,奉贤区,337,272,3,9,8,0,2020-02-27
上海市,虹口区,337,272,3,7,6,0,2020-02-27
上海市,青浦区,337,272,3,6,5,0,2020-02-27
上海市,金山区,337,272,3,4,3,0,2020-02-27
上海市,崇明区,337,272,3,4,3,0,2020-02-27
上海市,长宁区,337,272,3,13,13,0,2020-02-27
上海市,待明确地区,337,272,3,0,0,2,2020-02-27
重庆市,万州区,576,384,6,118,79,4,2020-02-27
重庆市,江北区,576,384,6,28,16,0,2020-02-27
重庆市,潼南区,576,384,6,18,7,0,2020-02-27
重庆市,綦江区,576,384,6,23,13,0,2020-02-27
重庆市,垫江县,576,384,6,20,10,0,2020-02-27
重庆市,奉节县,576,384,6,22,13,0,2020-02-27
重庆市,合川区,576,384,6,23,15,0,2020-02-27
重庆市,长寿区,576,384,6,22,14,0,2020-02-27
重庆市,九龙坡区,576,384,6,21,12,1,2020-02-27
重庆市,南岸区,576,384,6,15,8,0,2020-02-27
重庆市,渝北区,576,384,6,17,11,0,2020-02-27
重庆市,铜梁区,576,384,6,10,4,0,2020-02-27
重庆市,丰都县,576,384,6,10,4,0,2020-02-27
重庆市,沙坪坝区,576,384,6,9,3,0,2020-02-27
重庆市,两江新区,576,384,6,17,12,0,2020-02-27
重庆市,云阳县,576,384,6,25,21,0,2020-02-27
重庆市,渝中区,576,384,6,20,16,0,2020-02-27
重庆市,石柱县,576,384,6,15,11,0,2020-02-27
重庆市,大足区,576,384,6,14,10,0,2020-02-27
重庆市,忠县,576,384,6,21,18,0,2020-02-27
重庆市,荣昌区,576,384,6,9,6,0,2020-02-27
重庆市,巴南区,576,384,6,6,3,0,2020-02-27
重庆市,涪陵区,576,384,6,5,2,0,2020-02-27
重庆市,开州区,576,384,6,21,18,1,2020-02-27
重庆市,巫溪县,576,384,6,14,12,0,2020-02-27
重庆市,巫山县,576,384,6,10,8,0,2020-02-27
重庆市,璧山区,576,384,6,9,8,0,2020-02-27
重庆市,大渡口区,576,384,6,7,6,0,2020-02-27
重庆市,彭水县,576,384,6,2,1,0,2020-02-27
重庆市,酉阳,576,384,6,1,0,0,2020-02-27
重庆市,万盛经开区,576,384,6,1,0,0,2020-02-27
重庆市,永川区,576,384,6,5,5,0,2020-02-27
重庆市,江津区,576,384,6,4,4,0,2020-02-27
重庆市,梁平区,576,384,6,4,4,0,2020-02-27
重庆市,高新区,576,384,6,4,4,0,2020-02-27
重庆市,黔江区,576,384,6,2,2,0,2020-02-27
重庆市,城口县,576,384,6,2,2,0,2020-02-27
重庆市,武隆区,576,384,6,1,1,0,2020-02-27
重庆市,秀山县,576,384,6,1,1,0,2020-02-27
内蒙古自治区,锡林郭勒盟,75,38,0,9,2,0,2020-02-26
内蒙古自治区,包头,75,38,0,11,5,0,2020-02-26
内蒙古自治区,呼和浩特,75,38,0,7,2,0,2020-02-26
内蒙古自治区,通辽,75,38,0,7,2,0,2020-02-26
内蒙古自治区,赤峰,75,38,0,9,5,0,2020-02-26
内蒙古自治区,呼伦贝尔,75,38,0,7,4,0,2020-02-26
内蒙古自治区,鄂尔多斯,75,38,0,11,9,0,2020-02-26
内蒙古自治区,巴彦淖尔,75,38,0,8,6,0,2020-02-26
内蒙古自治区,乌兰察布,75,38,0,3,2,0,2020-02-26
内蒙古自治区,乌海市,75,38,0,2,1,0,2020-02-26
内蒙古自治区,兴安盟,75,38,0,1,0,0,2020-02-26
新疆维吾尔自治区,乌鲁木齐,76,34,2,23,13,0,2020-02-26
新疆维吾尔自治区,伊犁州,76,34,2,18,8,0,2020-02-26
新疆维吾尔自治区,兵团第四师,76,34,2,10,1,0,2020-02-26
新疆维吾尔自治区,兵团第九师,76,34,2,4,1,1,2020-02-26
新疆维吾尔自治区,吐鲁番市,76,34,2,3,1,0,2020-02-26
新疆维吾尔自治区,兵团第八师石河子市,76,34,2,4,1,1,2020-02-26
新疆维吾尔自治区,兵团第十二师,76,34,2,3,1,0,2020-02-26
新疆维吾尔自治区,兵团第六师五家渠市,76,34,2,2,0,0,2020-02-26
新疆维吾尔自治区,昌吉州,76,34,2,4,3,0,2020-02-26
新疆维吾尔自治区,巴州,76,34,2,3,3,0,2020-02-26
新疆维吾尔自治区,兵团第七师,76,34,2,1,1,0,2020-02-26
新疆维吾尔自治区,阿克苏地区,76,34,2,1,1,0,2020-02-26
新疆维吾尔自治区,乌鲁木齐,76,33,2,23,13,0,2020-02-26
新疆维吾尔自治区,伊犁州,76,33,2,18,8,0,2020-02-26
新疆维吾尔自治区,兵团第四师,76,33,2,10,0,0,2020-02-26
新疆维吾尔自治区,兵团第九师,76,33,2,4,1,1,2020-02-26
新疆维吾尔自治区,吐鲁番市,76,33,2,3,1,0,2020-02-26
新疆维吾尔自治区,兵团第八师石河子市,76,33,2,4,1,1,2020-02-26
新疆维吾尔自治区,兵团第十二师,76,33,2,3,1,0,2020-02-26
新疆维吾尔自治区,兵团第六师五家渠市,76,33,2,2,0,0,2020-02-26
新疆维吾尔自治区,昌吉州,76,33,2,4,3,0,2020-02-26
新疆维吾尔自治区,巴州,76,33,2,3,3,0,2020-02-26
新疆维吾尔自治区,兵团第七师,76,33,2,1,1,0,2020-02-26
新疆维吾尔自治区,阿克苏地区,76,33,2,1,1,0,2020-02-26
广西壮族自治区,河池,252,147,2,28,5,1,2020-02-26
广西壮族自治区,北海,252,147,2,44,24,1,2020-02-26
广西壮族自治区,南宁,252,147,2,55,42,0,2020-02-26
广西壮族自治区,防城港,252,147,2,19,8,0,2020-02-26
广西壮族自治区,来宾,252,147,2,11,0,0,2020-02-26
广西壮族自治区,桂林,252,147,2,32,23,0,2020-02-26
广西壮族自治区,柳州,252,147,2,24,15,0,2020-02-26
广西壮族自治区,玉林,252,147,2,11,7,0,2020-02-26
广西壮族自治区,贵港,252,147,2,8,4,0,2020-02-26
